iter	Logloss
152	0.1726730627
153	0.1723288603
154	0.1720254516
155	0.1716394603
156	0.1713767214
157	0.1711078561
158	0.1709071924
159	0.1706920234
160	0.1703937004
161	0.170145031
162	0.1699083392
163	0.1696745952
164	0.1694332585
165	0.1691730759
166	0.1688466572
167	0.1686327536
168	0.168454132
169	0.1682699132
170	0.167915401
171	0.1676713441
172	0.1674953126
173	0.1673164118
174	0.1669937897
175	0.1667619468
176	0.1666175962
177	0.1663546187
178	0.1659857553
179	0.1657273141
180	0.1654823449
181	0.1652648558
182	0.1650531235
183	0.1647067333
184	0.1645676104
185	0.1641570436
186	0.1638332226
187	0.1636154776
188	0.1634221884
189	0.1631295756
190	0.16289105
191	0.1626745945
192	0.1623955
193	0.1622178526
194	0.1617705636
195	0.1615831145
196	0.1614831156
197	0.1611382823
198	0.1609049882
199	0.1606243548
200	0.160438517
201	0.1601746357
202	0.1598405259
203	0.1596549097
204	0.1593909811
205	0.159112093
206	0.1589194528
207	0.1587468254
208	0.1584816409
209	0.158316063
210	0.1580596535
211	0.1578921253
212	0.1576534943
213	0.1574902667
214	0.1572661307
215	0.1570541071
216	0.1569004822
217	0.1566976654
218	0.1564772965
219	0.1563396112
220	0.1561422043
221	0.1559857526
222	0.1556865712
223	0.1555137204
224	0.1551924001
225	0.1550179618
226	0.1548674729
227	0.1547564861
228	0.1544584893
229	0.1542967939
230	0.1540477641
231	0.1538905143
232	0.153747323
233	0.1535696378
234	0.1534306156
235	0.1532513257
236	0.1530793143
237	0.1528942903
238	0.1526876903
239	0.152464256
240	0.1523323336
241	0.1521557011
242	0.15198176
243	0.1517281745
244	0.151565596
245	0.1514668457
246	0.151249074
247	0.1511087188
248	0.1509561068
249	0.1508346591
250	0.150670585
251	0.1504756014
252	0.1502819243
253	0.150141262
254	0.1499748158
255	0.1498331594
256	0.1496747885
257	0.1494813431
258	0.1491020367
259	0.1490150487
260	0.1487856299
261	0.1486345535
262	0.1484591253
263	0.1483443234
264	0.1481594508
265	0.1481086163
266	0.1478659842
267	0.1476354571
268	0.1473427625
269	0.1471401996
270	0.1470308495
271	0.1468723402
272	0.1467724833
273	0.1465692617
274	0.14638565
275	0.146127732
276	0.1458360668
277	0.1457070511
278	0.1455598092
279	0.1454526477
280	0.1452638966
281	0.1451368018
282	0.1449871443
283	0.1448177744
284	0.1447142567
285	0.1445457355
286	0.1444056047
287	0.1442180315
288	0.144078123
289	0.1439375021
290	0.1437465103
291	0.1436431238
292	0.1434842255
293	0.1433047062
294	0.1431319436
295	0.1430210905
296	0.1429298638
297	0.1427879987
298	0.1426609819
299	0.142501209
300	0.1423319796
301	0.1421933245
302	0.1420537988
303	0.1417999548
304	0.1417147929
305	0.1416255977
306	0.1410794658
307	0.1409757763
308	0.1408437934
309	0.1407070607
310	0.1405569456
311	0.1404719514
312	0.1402869339
313	0.1401192304
314	0.1398801829
315	0.1397798312
316	0.1396374336
317	0.1394583813
318	0.139283453
319	0.139115496
320	0.1389378239
321	0.1387840271
322	0.1386330536
323	0.1385669917
324	0.1384158512
325	0.138249214
326	0.1381264063
327	0.1379734294
328	0.1378082929
329	0.1377290143
330	0.1375604425
331	0.1374910879
332	0.1373111846
333	0.1371701565
334	0.137052254
335	0.1369241827
336	0.1367756794
337	0.1366753412
338	0.1365286713
339	0.1364267527
340	0.1363212765
341	0.1361632728
342	0.1360498459
343	0.1358712988
344	0.1357314694
345	0.1356015965
346	0.1354733867
347	0.1353117851
348	0.1351591888
349	0.1349823742
350	0.1349076657
351	0.1346874957
352	0.1345317692
353	0.1344335809
354	0.1343177472
355	0.1341808446
356	0.1340548108
357	0.1339457555
358	0.1337395961
359	0.1336132972
360	0.1334528248
361	0.1333575733
362	0.1332168922
363	0.1331394978
364	0.1330042925
365	0.1328849874
366	0.1327317601
367	0.1326426478
368	0.1325776679
369	0.1324743294
370	0.1323560995
371	0.1322219957
372	0.132072781
373	0.1319574014
374	0.13189522
375	0.1317581801
376	0.1316626869
377	0.1315855762
378	0.1313976082
379	0.1312922852
380	0.1312364228
381	0.1310523931
382	0.1308550376
383	0.1307390124
384	0.1305732084
385	0.1304207963
386	0.1303450938
387	0.1302447235
388	0.1301218557
389	0.1299305778
390	0.1297958833
391	0.1296820324
392	0.1295181284
393	0.1294334879
394	0.1293667121
395	0.1292381277
396	0.1290917369
397	0.1289864337
398	0.12887971
399	0.1286486641
400	0.1285406305
401	0.1284394143
402	0.1283125172
403	0.1282467079
404	0.1280983523
405	0.127993738
406	0.1278467436
407	0.1278414122
408	0.1276861755
409	0.1275542808
410	0.1273822946
411	0.1272556411
412	0.1271607215
413	0.1271130008
414	0.1270380529
415	0.1268882646
416	0.1268182877
417	0.1266961758
418	0.1265931111
419	0.1265012441
420	0.1264173219
421	0.1263067714
422	0.1261458964
423	0.1260248206
424	0.1259473264
425	0.1258302681
426	0.1255125734
427	0.1254576457
428	0.1253156788
429	0.1251874572
430	0.1250396224
431	0.1248894924
432	0.1245612872
433	0.1244434704
434	0.1243872826
435	0.1242694836
436	0.1241248661
437	0.1239612101
438	0.1238779131
439	0.123796985
440	0.123746445
441	0.1236623473
442	0.1234865985
443	0.123395943
444	0.1233446467
445	0.1232019257
446	0.1231293212
447	0.12301355
448	0.1228895549
449	0.1228019663
450	0.1226799979
451	0.122553917
452	0.1224628029
453	0.1223204728
454	0.1221177007
455	0.1221121106
456	0.1219367979
457	0.1218952304
458	0.12173863
459	0.1216090311
460	0.12142804
461	0.121268655
462	0.1212076199
463	0.1211028738
464	0.1210098111
465	0.1208333763
466	0.120728694
467	0.1206336718
468	0.1205098287
469	0.1203857107
470	0.1202673293
471	0.1201666012
472	0.1198883073
473	0.1197707026
474	0.1196668909
475	0.1195951279
476	0.1194015792
477	0.1193044732
478	0.1191951217
479	0.1190936195
480	0.118984207
481	0.1188724238
482	0.1187496512
483	0.1186765598
484	0.1186211073
485	0.1185534283
486	0.1184196243
487	0.1183561066
488	0.118271041
489	0.1181332528
490	0.1179960561
491	0.117884973
492	0.1177593073
493	0.1175750673
494	0.1174795911
495	0.1173819744
496	0.1172617806
497	0.1171542995
498	0.1170588981
499	0.1169542699
500	0.1168084272
501	0.1166872043
502	0.1166068084
503	0.1165311791
504	0.1164610758
505	0.1162827196
506	0.1162105926
507	0.1161352255
508	0.1160015179
509	0.1159169733
510	0.1158383574
511	0.1157750885
512	0.1156642326
513	0.1155649433
514	0.11552286
515	0.1153742847
516	0.1152321624
517	0.1151676421
518	0.1150538756
519	0.1149362187
520	0.1148474712
521	0.1147698625
522	0.1147130655
523	0.1146398916
524	0.1145567077
525	0.1144974781
526	0.1144119942
527	0.1143155165
528	0.1142014346
529	0.1140826849
530	0.1139415985
531	0.113608134
532	0.1135120763
533	0.1133692663
534	0.113290355
535	0.1132100034
536	0.1131545883
537	0.1130759287
538	0.112994341
539	0.1129411325
540	0.1128558662
541	0.1128080835
542	0.1127358912
543	0.1126696356
544	0.1125307725
545	0.112469163
546	0.1123842115
547	0.1122469358
548	0.1121106529
549	0.1119554666
550	0.1118764262
551	0.111745396
552	0.1115652801
553	0.1114633791
554	0.111331698
555	0.1112548733
556	0.1111497713
557	0.1110450997
558	0.110965428
559	0.1108895685
560	0.1108288999
561	0.1107280638
562	0.1106393461
563	0.1105767991
564	0.110453369
565	0.1104019083
566	0.1103386327
567	0.1102492588
568	0.1101405478
569	0.1100820652
570	0.1100328016
571	0.1099401288
572	0.1098583162
573	0.109834921
574	0.1097692921
575	0.1096649408
576	0.1095025868
577	0.1094499655
578	0.1092007903
579	0.109085074
580	0.108983392
581	0.1088833131
582	0.1088341708
583	0.1088159593
584	0.1087029831
585	0.1086571023
586	0.1085740242
587	0.1084994068
588	0.1084148039
589	0.1083543249
590	0.1083080785
591	0.1082590201
592	0.1082230472
593	0.1081885651
594	0.1080976197
595	0.108058429
596	0.1079407992
597	0.1078932572
598	0.1078167707
599	0.1077377005
600	0.1076857937
601	0.1075621737
602	0.1075111284
603	0.1073242811
604	0.1072261638
605	0.1071713048
606	0.1071365357
607	0.107059865
608	0.1069706896
609	0.106906952
610	0.1067622936
611	0.1067367892
612	0.1067000173
613	0.1066105369
614	0.1064879074
615	0.1063652907
616	0.1061915683
617	0.1060650454
618	0.1060206713
619	0.1059022534
620	0.1058785239
621	0.1057104291
622	0.1055448982
623	0.1054233038
624	0.1053521426
625	0.1052842485
626	0.1051610107
627	0.1051078465
628	0.1050415558
629	0.1049310102
630	0.1048044069
631	0.1047592955
632	0.1047074604
633	0.1045937922
634	0.1044940347
635	0.1044330871
636	0.1043551615
637	0.104263041
638	0.1042151099
639	0.1040825632
640	0.1040494247
641	0.1039343913
642	0.1039118001
643	0.1038887395
644	0.1038613536
645	0.1037669227
646	0.1037071083
647	0.1036712882
648	0.1035632099
649	0.1034898482
650	0.103445369
651	0.1033698911
652	0.1033263508
653	0.1032702329
654	0.1032088738
655	0.103132349
656	0.1030340266
657	0.1029325515
658	0.1029061584
659	0.1028668299
660	0.1028139004
661	0.1027727497
662	0.1027292341
663	0.1026750928
664	0.1026287603
665	0.102537643
666	0.1025176372
667	0.1024367355
668	0.1023679513
669	0.1023194075
670	0.1022502546
671	0.1021247424
672	0.1020793956
673	0.1020493797
674	0.1019831236
675	0.1019548078
676	0.101822805
677	0.1017607442
678	0.1017117862
679	0.101644641
680	0.1016191734
681	0.1015355156
682	0.1013384803
683	0.1012697472
684	0.1012334331
685	0.1011380996
686	0.1009913802
687	0.1009587955
688	0.1008795071
689	0.1007908244
690	0.1007262047
691	0.1006834169
692	0.1005322171
693	0.1004908383
694	0.100454549
695	0.1004345259
696	0.1003738094
697	0.1002881055
698	0.1001786696
699	0.1001361669
700	0.1001033964
701	0.1000866083
702	0.1000251488
703	0.09994734302
704	0.09986187108
705	0.09983785566
706	0.09976430849
707	0.09970754031
708	0.09966263785
709	0.09956291602
710	0.09943602145
711	0.09940289174
712	0.09935524147
713	0.09924227195
714	0.09922103697
715	0.09915340627
716	0.0991233381
717	0.09897158735
718	0.09891802716
719	0.09885976512
720	0.09875106723
721	0.09871987017
722	0.09868805648
723	0.09861157871
724	0.09847843013
725	0.09840624416
726	0.09839261701
727	0.09831071691
728	0.09821900041
729	0.09819262675
730	0.09815080636
731	0.09804543288
732	0.09786996434
733	0.0978263589
734	0.09773169468
735	0.09765904558
736	0.09751532101
737	0.09744996529
738	0.09739089756
739	0.09737069096
740	0.0973220838
741	0.097209205
742	0.09703002107
743	0.0969645344
744	0.09693833928
745	0.09687349263
746	0.0968533581
747	0.09684055904
748	0.09674978185
749	0.09662266436
750	0.09652889665
751	0.09640455173
752	0.09637602525
753	0.09628978842
754	0.09614402914
755	0.0959587895
756	0.09589334771
757	0.09586843582
758	0.09579554877
759	0.09577522919
760	0.09564355208
761	0.09550342445
762	0.09539099386
763	0.09537739838
764	0.09535250317
765	0.09526102553
766	0.09511508287
767	0.09506341268
768	0.09498889873
769	0.09483315854
770	0.09477332533
771	0.0945963508
772	0.09442414692
773	0.09435881902
774	0.0942941374
775	0.09422634371
776	0.09415131284
777	0.09408457775
778	0.09403936752
779	0.09401176143
780	0.09391693159
781	0.09378204768
782	0.09370925015
783	0.09355312032
784	0.09347200303
785	0.09341464831
786	0.09334835694
787	0.09322549768
788	0.09314051228
789	0.09312499038
790	0.09306758336
791	0.09296294114
792	0.09289273893
793	0.09280134272
794	0.09278963526
795	0.09267751761
796	0.09263150975
797	0.09245915834
798	0.09235985849
799	0.09222678418
800	0.09205881583
801	0.09203178632
802	0.09196810483
803	0.09184052984
804	0.09176491756
805	0.09168644977
806	0.09153692727
807	0.09148154426
808	0.09124278506
809	0.09118983965
810	0.09110996834
811	0.09099542796
812	0.09087222285
813	0.09058444992
814	0.09056214622
815	0.09054236935
816	0.09049093526
817	0.09046742993
818	0.09026380314
819	0.09011928544
820	0.09003692336
821	0.08998208141
822	0.08990303961
823	0.08981436605
824	0.08971244845
825	0.08964280351
826	0.08951877723
827	0.08947551054
828	0.08940147028
829	0.08933504377
830	0.08917938065
831	0.08897591806
832	0.08892581195
833	0.08878989038
834	0.08872046762
835	0.08865777359
836	0.08855461344
837	0.08848953439
838	0.08847065992
839	0.08838020168
840	0.08831998139
841	0.08825134727
842	0.08820077793
843	0.08816620374
844	0.08802998856
845	0.08789012326
846	0.08783207887
847	0.0877586129
848	0.08769999028
849	0.08764967985
850	0.08763475056
851	0.08754012751
852	0.08748069309
853	0.08737717094
854	0.08733349742
855	0.08722724252
856	0.087182831
857	0.08716814024
858	0.08715452029
859	0.08713884972
860	0.08709044511
861	0.087077421
862	0.08705195961
863	0.08699593041
864	0.08691865426
865	0.08685437511
866	0.08676033393
867	0.0866537745
868	0.08663163157
869	0.0865792086
870	0.08651038623
871	0.08646354594
872	0.08638483669
873	0.08623217383
874	0.08611309485
875	0.08604541255
876	0.08599545052
877	0.08584414977
878	0.08579557886
879	0.08572233773
880	0.08567291478
881	0.08558715982
882	0.08552961735
883	0.08538993164
884	0.08518945935
885	0.08513273442
886	0.08506749011
887	0.08502971046
888	0.08493263547
889	0.08490752768
890	0.08484449353
891	0.08476888109
892	0.08471917558
893	0.08464690314
894	0.08457664938
895	0.08453265187
896	0.08450119352
897	0.08448174021
898	0.0844571547
899	0.08436306678
900	0.0843039285
901	0.08416995177
902	0.08406249277
903	0.08398748588
904	0.08379352994
905	0.08374264018
906	0.08363754001
907	0.08357998276
908	0.08354794479
909	0.08347249854
910	0.0834470419
911	0.08340701221
912	0.08338576807
913	0.08326846869
914	0.08324174285
915	0.08320125046
916	0.08315530255
917	0.08308882296
918	0.08303872982
919	0.08296786731
920	0.08293726457
921	0.08287687348
922	0.08282235124
923	0.08279306615
924	0.08274798969
925	0.08262608434
926	0.08253101339
927	0.08250239224
928	0.08236685643
929	0.08228309302
930	0.08217918006
931	0.08215449808
932	0.08213271488
933	0.08208994907
934	0.0820350039
935	0.08200334205
936	0.08197643235
937	0.08195382598
938	0.08186239306
939	0.08178410507
940	0.08167489658
941	0.08159642993
942	0.08143707436
943	0.08131856719
944	0.08130633024
945	0.08124712101
946	0.08114745566
947	0.08110406194
948	0.08102128444
949	0.0809054422
950	0.08082390503
951	0.08077310627
952	0.08068816447
953	0.08067631515
954	0.08058622743
955	0.08052140074
956	0.08046642309
957	0.08039225602
958	0.08025704629
959	0.08020964858
960	0.08013115504
961	0.08007723662
962	0.08002935973
963	0.07993926626
964	0.07969950369
965	0.07960924895
966	0.07951993397
967	0.07945010734
968	0.07938988028
969	0.07931946116
970	0.07930818077
971	0.0792707895
972	0.07920805698
973	0.07913070125
974	0.07900807418
975	0.07896172966
976	0.07891647792
977	0.07876625738
978	0.07869533901
979	0.0784647268
980	0.07839953104
981	0.07834323076
982	0.07820882493
983	0.0781756139
984	0.07816475493
985	0.07808713613
986	0.07803477135
987	0.07794440288
988	0.07786774041
989	0.07782950034
990	0.07777726563
991	0.07775876427
992	0.07762900372
993	0.07757370786
994	0.0774259611
995	0.07737313961
996	0.0773118904
997	0.07718597838
998	0.0770999341
999	0.07703622049
